"id_marche","date_notification","objet_marche","montant_marche","id_acheteur","code_postal_acheteur"
"2025005","2025-09-23","TRAVAUX REHABILITATION DU PONT DES MOULINS A LEZAT SUR LEZE","230339.0000","20006622300013","09130"
"20251602","2025-10-17","CONSOMMABLES ALIMENTAIRES","40000.0000","21310557000013","31557"
"2024012L01MS1","2024-11-15","ELECTRICITE TOUS COMPTEURS MARCHE SUBSEQUENT N1 ","110000.0000","20006623100107","09100"
"20240610","2024-04-09","COURANTS FORTS COURANTS FAIBLES","100769.0000","21060105000011","06330"
"2025012BERSL00","2025-12-24","RESERVATION DE 15 BERCEAUX DANS UNE CRECHE COLLECTIVE SUR LA COMMUNE DE SAVERDUN 2026","63219.0000","20006623100107","09100"
"20250053","2025-03-10","MSP001 - RESAH -BIOGEN","45367.0000","26340011100013","34500"
"20250311","2025-11-12","MSP006 - RESAH - ROVI","181431.0000","26340011100013","34500"
"2025V5F36200GF","2025-12-02","REMPLACEMENT DU PATRIMOINE D ECLAIRAGE PUBLIC PAR DES LUMINAIRES EQUIPES DE LEDS","5299308.7400","21870850100018","87085"
"20252225107","2025-01-20","Construction maison de santé Cloisons doublages plafonds lot 7 ","100000.0000","21270230200010","27530"
"20252025-08-03","2025-12-18","secteur NORD : Travaux courants sur les réseaux de distribution d'eau potable","100000.0000","20004760300028","28260"
"2025ADA2933","2025-10-06","FOURNITURE DE DENRÉES ALIMENTAIRES - ADARCE - PRODUITS LAITIERS BIO","120000.0000","21330449600010","33160"
"20262026-03","2026-01-26","LOT 1 - FOYER ENFANCE REIMS","81039.0000","22510001500018","51038"
"2025_S_0012_00","2025-12-15","MAINTENANCE DES SYSTEMES SECURITE INCENDIE DES ETALIBISSEMENTS RATTACHES AU SDIS51","40000.0000","28510001200043","CS AN"
"202525010E01","2025-08-07","RENOUVELLEMENT COMPTEURS EAU POTABLE COMMUNIQUANTS ET TRAVAUX","4000000.0000","24370075400035","37"
"2025M112000100","2025-10-17","MISSION DE MAITRISE D'OEUVRE POUR LA REHABILITATION ET LA SECURISATION D'OUVRAGES DE STOCKAGE D'EAU POTABLE DE LIMOGES METROPOLE","342850.0000","24871931200162","87000"
"2025ADA299","2025-09-15","FOURNITURE DE DENRÉES ALIMENTAIRES - ADARCE - PRODUITS COCKTAIL SURGELÉS SALÉS ET SUCRÉS","276000.0000","21330449600010","33160"
"20262026-10","2026-01-26","LOT 8 - FOYER ENFANCE REIMS","271863.1200","22510001500018","51038"
"20262026-07","2026-01-26","LOT 5 - FOYER ENFANCE REIMS","78101.0000","22510001500018","51038"
"202322035905","2023-04-11","TRAVAUX D AMENAGEMENT ET DE CONSTRUCTION D UN PARKING SOUTERRAIN ET BATIMENT PLACE ROUBAUD A CANNES LOT5 STRUCTURE BOIS METAL COUVERTURE METALLIQUE","2493900.0000","21060029200010","06029"
"202204","2022-10-26","Nouvelles filières de déchetterie : location des contenants, transport et traitement par recyclage matière et/ou énergétique","221998.0000","24680049400022","68250"
"2024R070110000","2024-11-01","DM ORTHO.Lot 110: Ostéosynthèse: Plaque et vis STRYKER ou équivalent ","299728.0000","13000501000025","FR"
"2025U837041000","2025-12-09","Lot 41: prévention TMS : dispositifs d'aide  à la mobilisation des patients assis, prevention des chutes et assistance au ramassage","138666.0000","13000222300027","FR"
"2025FS252003","2025-09-16","FLOTTE AUTOMOBILE ET RISQUES ANNEXES","440018.4400","21060085400017","06085"
"2025FS252004","2025-09-16","PROTECTION JURIDIQUE DES PERSONNES PHYSIQUES","26924.6400","21060085400017","06085"
"2025FS252003CC","2025-09-16","FLOTTE AUTOMOBILE ET RISQUES ANNEXES","33463.4000","26060044000036","06085"
"2024240892","2024-12-24","TRAVAUX DE CREATION D UN ESPACE LOISIRS POUR LA JEUNESSE ESPACE BUDIN MENUISERIES EXTERIEURES METALLERIE SERRURERIE","713831.9100","21060029200010","06029"
"202525M0300148","2025-06-16","LOT 1 TERRITOIRE MILLETIERE","3156480.0000","21370261600011","37926"
"2025LANC02","2025-08-11","Rénovation énergétique du groupe scolaire - Lot 2 - Menuiserie extérieure bois - acier","93115.0000","21690108200018","69220"
"2025RLV2402601","2025-03-11","Accord-cadre de travaux de réseaux d'eau et d'assainissement - Lot 1 : secteur Est","3600000.0000","20007075300013","63201"
"2025-01 LOT 13","2025-06-20","PEINTURES","98985.7800","21310356700011","31530"
"2025202514","2024-08-05","Lot 7 Plâtrerie Isolation Faux Plafonds Construction Ecole Maternelle","182085.7200","21310202300016","31620"
"2025LANC03","2025-08-11","Rénovation énergétique du groupe scolaire - Lot 3 - Façade - portails","93143.7800","21690108200018","69220"
"2025/2L10","2025-09-25","ENDUITS","73427.4200","21640351900012","64570"
"2022AO 002 7","2023-05-02","LOT 7 MOYNET ALU ECOLE","109013.0300","21170086900012","17610"
"202520250113","2025-01-27","ELECTRICITE","59834.1400","21871760100015","87800"
"202220220443","2022-06-15","Location-maintenance de fontaines à eau de bureau et fournitures annexes pour les besoins du Conseil départemental du Var","180000.0000","22830001800113","83076"
"2022AO 002 12","2023-05-02","LOT 12 FGV ECOLE","288164.0700","21170086900012","17610"
"202420240227","2024-02-27","Portage de repas à domicile","160000.0000","26060200800013","06340"
"2025202501L14","2025-10-14","202501-1-4 Ouest SPIE CITYNETWORKS","562500.0000","25640204100014","64"
"2022AO 002 9","2023-05-02","LOT 9 TELEPH ELEC SERVICES ECOLE","436599.2100","21170086900012","17610"
"2022AO 002 8","2023-05-02","LOT 8 DUPRE SOLUTIONS ECOLE","773545.0500","21170086900012","17610"
"202525-091F-AT","2025-10-24","Fourniture de lubrifiant","800000.0000","45065514700012","86009"
"202411Lot4","2025-01-24","Groupement de commandes pour la réalisation de travaux daménagement, construction, réhabilitation, entretien, réparation, maintenance tous corps détat lot 4 : Travaux de volets, stores, films, rideaux","100000.0000","20005623200149","91320"
"202626-090-SIS","2026-01-23","Maintenance SAEIV","65317.3300","45065514700012","86009"
"202524B","2025-11-24","ACQUISITION DE TITRES RESTAURANT ET GESTION DE SERVICES ASSOCIES","2800000.0000","21910477500016","91120"
"2026FV333","2026-01-14","HONORAIRES AVOCATS CONSEILS JURIDIQUES","1000.0000","24060058500014","06560"
"2025EF1831","2025-09-22","PRESTATION DE SERVICES E DE FOURNITURES COURANTES POUR L'ACCOMPAGNEMENT SOCIAL AU LOGEMENT DES JEUNES ISSUS DE L'AIDE SOCIALE A L'ENFANCE","1300000.0000","22090001300016","09"
"2022TX11MS11TX","2026-01-22","2022TX11_MS11_TX_SOSPEL RENFORCEMENT POSTE COLONNES","18558.7000","25060187900076","06380"
"20240000079","2024-08-12","LOT 07 ELECTRICITE BAT ENFANCE RPE VERFEIL","131500.0000","24310073200094","31590"
"202625F151001","2026-01-07","GRPT COMMANDES PRESTS DE MAINT ET INSTALLATION SYSTEMES ANTI INTRUSION DANS BATIMENTS COMMUNE DU CCAS DE OT ","137034.2900","21060004500012","06600"
"2025011VOIRL01","2025-12-03","ENTRETIEN REPARATION VOIRIES INTERET COMMUNAUTAIRE 2026-2027","1000000.0000","20006623100107","09100"
"2025PREAUSPO01","2026-01-22","Terrassement VRP Ouvrages EP","114938.5000","21871430100015","87510"
"20252225115","2025-01-20","Construction maison de santé Ascenceur  lot 15","66600.0000","21270230200010","27530"
"2025ADA2910","2025-09-15","FOURNITURE DE DENRÉES ALIMENTAIRES - ADARCE - PRODUITS SALÉS SURGELÉS ÉLABORÉS VÉGÉTARIENS","408000.0000","21330449600010","33160"
"2024M066000000","2024-11-27","RENOUVELLEMENT DES ATELIERS DE VAPORISATION DE CO2 ET D'AIR COMPRIME","575561.0000","24871931200162","87000"
"202525PP1931","2025-10-02","LOT1-DECONNEXION RENATURATION BASSIN VERSANT RUE MOULIN AMOUR MARSILY-VOIRIE","128625.5000","24170043400020","17000"
"2025MP0414","2025-11-13","CONSTRUCTION D'UNE SALLE ASSOCIATIVE INTERGENERATIONNELLE LOT14","50900.0000","21870190200015","87220"
"2025MP0402","2025-11-13","CONSTRUCTION D'UNE SALLE ASSOCIATIVE INTERGENERATIONNELLE LOT2","98776.9600","21870190200015","87220"
"20252225103","2025-01-22","Contruction maison de santé Couverture ardoise  LOT 3","161954.0100","21270230200010","27530"
"2023PI002L01","2023-03-31","Realisation du schema directeur d assainissement","174701.8900","21640499600011","64270"
"20262026-26L03","2025-10-22","ELECTRICITE ECLAIRAGE PUBLIC","400000.0000","21310488800010","31240"
"2025011VOIRL02","2025-12-04","ENTRETIEN REPARATION VOIRIES INTERET COMMUNAUTAIRE 2026-2027","1000000.0000","20006623100107","09100"
"2025002","2026-01-19","MARCHE PUBLIC PADEL LOT 2 GROS OEUVRE","50644.8900","21810258000014","81440"
"20252025001.2","2025-05-13","Etanchéité","274914.6700","26630793300025","63800"
"2023025SIEGL10","2024-03-01","CONSTRUCTION DE L'EXTENSION DU SIÈGE DE LA CCPAP - MENUISERIES INTERIEURES BOIS","65751.3200","20006623100107","09100"
"202551020M5","2025-12-19","PUMPTRACK","186345.0000","24810015800034","81710"
"202625FI00101","2025-12-19","DOMMAGES AUX BIENS","131290.6800","24850053000113","85150"
"2025ADA2938","2025-10-01","FOURNITURE DE DENRÉES ALIMENTAIRES - ADARCE - CORPS GRAS CLASS ET LABEL","157000.0000","21330449600010","33160"
"2022001","2022-11-15","Mission de maitrise d oeuvre au cabinet d architecture ABC ARCHITECTES pour les travaux de reconstruction de la salle multi sports au centre bourg et salle de reception","149615.2500","21640288300013","64170"
"20242801","2024-07-26","CHAUFFAGE VENTILATION CLIMATISATION (CVC) PLOMBERIE","1053175.9400","21060152200175","06560"
"202511","2025-03-14","REMPLACEMENT DE LA PAC  DE LA PATINOIRE","101271.9800","21640024200014","64600"
"202626011","2026-01-08","Fre, liv. instal. mat. de restauration Lot2","920000.0000","22720002900014","72"
"202503HALLE","2025-11-05","Construction d'une halle","328000.0000","21090223500014","09140"
"202535","2025-11-04","COLLECTE BIO DECHETS","57321.8000","21310557000013","31557"
"2024FV053","2024-02-06","PAINS ET PATISSERIES","8000.0000","24060058500014","06560"
"2025ADA2949","2025-10-13","FOURNITURE DE DENRÉES ALIMENTAIRES - ADARCE - FÉCULENTS ET PRODUITS CÉRÉALIERS BIO","74000.0000","21330449600010","33160"
"2025ADA2912","2025-09-16","FOURNITURE DE DENRÉES ALIMENTAIRES - ADARCE - CHARCUTERIE GAMME CLASSIQUE ET LABELLISÉE","132000.0000","21330449600010","33160"
"2025ADA2941","2025-10-03","FOURNITURE DE DENRÉES ALIMENTAIRES - ADARCE - EPICERIE CLASS ET LABEL","397000.0000","21330449600010","33160"
"202525001","2025-12-19","Acquisition PCRS","551629.0000","25720243200015","72"
"2025ADA297","2025-09-15","FOURNITURE DE DENRÉES ALIMENTAIRES - ADARCE - LÉGUMES SURGELÉS CUITS BIO","48000.0000","21330449600010","33160"
"20250014009000","2025-10-15","LOT 9 REVETEMENT DE SOLS SOUPLE ET DUR","62500.0000","26170002500339","FR"
"202525001","2025-04-24","REALISATION DE DIAGNOSTICS DE VULNERABILITE ET D ETUDES RUISSELLEMENT SUR LE TERRITOIRE DE LA CACPL","915950.0000","20003991500018","06"
"20248010035000","2025-04-25","Fourniture de denrées alimentaires. Lot 35:Pâtisseries surgelées","1082243.0600","13002791500011","FR"
"202423094A01","2023-12-22","PLATEFORME HUB ECO SUR LE TERRITOIRE TMVL","30000.0000","24370075400035","37"
"20250014004000","2025-10-16","ETANCHEITE - BARDAGE","129389.1300","26170002500339","FR"
"2025FS252002","2025-09-16","RESPONSABILITE ET RISQUES ANNEXES","153459.7600","21060085400017","06085"
"2024R070126000","2024-11-01","DM ORTHO.Lot 126: Clou centro-médullaire JOHNSON et JOHNSON ou équivalent ","339947.0000","13000501000025","FR"
"2026CENTR210","2024-11-24","VOIRIE ET RESEAUX DIVERS No210 (MARCHE CENTRALIS CONTRATS 25-305, 246 ET 564)","500000.0000","20000058600012","06150"
"202520","2025-09-26","ANALYSES MICROBIOLOGIQUES","480000.0000","21310557000013","31557"
"20251601","2025-10-17","CONSOMMABLES ALIMENTAIRES","400000.0000","21310557000013","31557"
"20248010032000","2025-04-25","Fourniture de denrées alimentaires. Lot 32:Viandes et plats cuisinés surgelés","2861477.5100","13002791500011","FR"
"202625038","2026-01-13","FOURNITURE DE MOBILIER ET MATERIEL DE BUREAU ERGONOMIQUES POUR TRAVAILLEUR EN SITUATION DE HANDICAP ET OU DE RESTRICTION TEMPORAIRE D&#8217;APTITUDE","120000.0000","20003991500018","06"
"20252225105","2025-01-20","Construction maison de santé Menuiseries extérieures aluminium lot 5","213814.0600","21270230200010","27530"
"202525068A01","2025-10-14","MS13 A L'AC2407A- CREATION JONCTION CYCLABLE RUE COMMANDERIE","141899.1400","24370075400035","37"
"2025FS252001","2025-09-16","DOMMAGES AUX BIENS ET RISQUES ANNEXES","382537.5600","21060085400017","06085"
"20232023-03 MP","2023-10-10","TRAVAUX EXTENSION ECOLE JEAN JAURES","332422.2200","21310467200075","31140"
"20252225116","2025-01-20","Construction maison de santé VRD lot 16","209000.0000","21270230200010","27530"
"202525032A01","2025-05-21","VOIRIE","572863.5100","24370075400035","37"
"20250014007000","2025-10-17","MENUISERIE INTERIEURE BOIS","110000.0000","26170002500339","FR"
"2025RLV25016","2025-07-25","Réhabilitation de la station de traitement des eaux usées de la commune de Saint Laure ","899894.4900","20007075300013","63201"
"202202","2022-10-26","Marché de service des déchets - lot 2 Tri et traitement des emballages ménagers recyclables (EMR) en extension de consignes de tri en porte à porte et des cartons issus de la déchetterie","166200.0000","24680049400022","68250"
"2025ADA298","2025-09-15","FOURNITURE DE DENRÉES ALIMENTAIRES - ADARCE - PRODUITS SALÉS ÉLABORÉS SURGELÉS CLASSIQUES","109000.0000","21330449600010","33160"
"2025ADA2913","2025-09-16","FOURNITURE DE DENRÉES ALIMENTAIRES - ADARCE - VIANDES DE PORC ET SAUCISSERIE FRAICHES GAMME CLAS","180000.0000","21330449600010","33160"
"202626016","2026-01-08","LOT7 EQUIPEMENT FROID","1680000.0000","22720002900014","72"
"20249707","2025-04-11","ELECTRICITE PHOTOVOLTAIQUE","97172.5100","21640024200014","64600"
"20262026-09","2026-01-26","LOT 7 - FOYER ENFANCE REIMS","57091.6000","22510001500018","51038"
"202424189","2024-12-05","Tvx amngt Pole social Montval Lot8","128741.8600","22720002900014","72"
"202626013","2026-01-08","Lot4 Matériels Electromécaniques","1600000.0000","22720002900014","72"
"2025ADA291","2025-09-11","FOURNITURE DE DENRÉES ALIMENTAIRES - ADARCE - VIANDES ET ABATS CRUS SURGELES","96000.0000","21330449600010","33160"
"20262026-04","2026-01-26","LOT 2 - FOYER ENFANCE REIMS","320926.1500","22510001500018","51038"
"20262026-05","2026-01-26","LOT 3 - FOYER ENFANCE REIMS","439334.1100","22510001500018","51038"
"2026C26005","2026-01-23","Contrôles & analyse de l'environnement Eaux de station-de lagune-de rivières","100000.0000","22720002900014","72"
"2025airejeux","2025-09-05","aménagement d'une aire de jeux  (parking colombe) ","176875.2000","21680295900017","68127"
"202626015","2026-01-08","LOT 6 MATERIELS LAVE BATTERIE","640000.0000","22720002900014","72"
"202626012","2026-01-08","Fre, liv. instal. mat. de restauration Lot3","1000000.0000","22720002900014","72"
"202201","2022-10-26","Marché de service des déchets - lot 01 Collecte en porte à porte avec le transport","598800.0000","24680049400022","68250"
"2024R070131000","2024-11-01","DM ORTHO.Lot 131: Fixateur externe ORTHOFIX ou équivalent ","43763.0000","13000501000025","FR"
"2024R070093000","2024-11-01","DM ORTHO.Lot 93: Implant fixation ligamentaire VEODIS ou équivalent","62597.0000","13000501000025","FR"
"202626014","2026-01-08","Lot5  MATERIELS INOX","680000.0000","22720002900014","72"
"2024R070080000","2024-11-01","DM ORTHO.Lot 80: Implant fixation ligamentaire ARTHREX ou équivalent","44300.0000","13000501000025","FR"
"20248010034000","2025-04-25","Fourniture de denrées alimentaires. Lot 34:Légumes surgelés","2352277.5100","13002791500011","FR"
"20250014003000","2025-10-15","CHARPENTE BOIS - MOB","175000.0000","26170002500339","FR"
"20250014010000","2025-10-15","LOT 10 PEINTURE intérieure et extérieure","85000.0000","26170002500339","FR"
"2025FS252002CC","2025-09-16","RESPONSABILITE ET RISQUES ANNEXES","40116.3600","26060044000036","06085"
"20250001L07","2025-11-06","ASSURANCE DOMMAGES AUX BIENS ET RISQUES ANNEXES DES DECHETERIES AVEC BRIS DE MACHINE","245160.0000","20000058600012","06150"
"2024R070101000","2024-11-01","DM ORTHO.Lot 101: Ostéosynthèse: Plaque et vis JOHNSON et JOHNSON ou équivalent ","289210.0000","13000501000025","FR"
"20250001L06","2025-11-06","ASSURANCE DES PRESTATIONS STATUTAIRES","232316.6800","20000058600012","06150"
"20250014008000","2025-10-30","LOT 8 PLATRERIE - ISOLATION - FAUX-PLAFOND","106366.3800","26170002500339","FR"
"20250014012000","2025-10-15","LOT 12 ELECTRICITE","145070.7600","26170002500339","FR"
"2024R070128000","2024-11-01","DM ORTHO.Lot 128: Clou centro-médullaire STRYKER ou équivalent ","120174.0000","13000501000025","FR"
"202525M0200909","2025-04-29","LOT 9 ELECTRICITE","73768.0000","21370261600011","37926"
"20248010023000","2025-04-25","Fourniture de denrées alimentaires. Lot 23:Viandes cuites","1895068.9000","13002791500011","FR"
"2025F10","2026-01-23","LOCATION MAINTENANCE VEHICULE FRIGORIFIQUE CUISINE COM","100908.0000","24820001600017","82400"
"2025S25021","2025-01-09","TRAVAUX CANAL DE LA SIAGNE 4 VANNES REPARATION D UN MUR EFFONDRE A GRASSE - 106 ROUTE VALLEE VERTE ET DIVERS TRAVAUX ","63285.0000","20009323500014","06150"
"202323001A08","2023-01-20","ATELIERS COMPOSTAGES","60000.0000","24370075400035","37"
"2025-01 LOT 1","2025-06-20","DEMOLITION CURAGE DESAMIANTAGE DEPLOMBAGE","119910.8900","21310356700011","31530"
"2025LANC08","2025-08-11","Rénovation énergétique du groupe scolaire - Lot 08 - chauffage ventilation plomberie","226546.1300","21690108200018","69220"
"2022G002","2022-08-04","NETTOYAGE INTERIEUR ET EXTERIEUR DES BATIMENTS 2022 2025 NETTOYAGE ECOLOGIQUE PARKINGS LOT 01","495000.0000","21180033900882","18033"
"2025-02 LOT 2","2025-06-20","GROS OUVRE DEMOLITION FONDATION","1811665.1200","21310356700011","31530"
"2025-01 LOT 15","2025-06-20","ELECTRICITE","399999.9900","21310356700011","31530"
"2025-001 Lot5","2025-05-26","Menuiseries extrieures bois Serrurerie","131028.3600","21690077900010","69220"
"2025202527","2025-08-05","Lot 9 Sols durs Construction Ecole Maternelle","47000.0000","21310202300016","31620"
"2025-001- LOT2","2025-05-26","Démolition- gros oeuvre","160700.0100","21690077900010","69220"
"2024U650003000","2024-10-04","M3031 CONSO REACTIFS MAINT ET PIECES DETACHEES LOT 3 Conso et réactifs de biochimie","45000.0000","13000222300027","FR"
"202420240386","2024-07-16","Conseils, gestion et achats d?espaces publicitaires et actions de communication pour le Département","6000000.0000","22830001800113","83076"
"202520251249","2025-12-22","Fabrication, installation, aménagement et démontage d¿un stand et prestations associées lors du Salon International de l¿Agriculture de Paris 2026.","248880.0000","22830001800113","83076"
"20250321410","2025-06-04","ACCOMPAGNEMENT DES COLLECTIVITES A L ELABORATION DE LEUR PLAN DE FORMATION","40120.0000","18001404502245","97100"
"2025-01 LOT 4","2025-06-20","ETANCHEITE","119900.0000","21310356700011","31530"
"2025R005031000","2026-01-01","LOT 31 Agrafeuse cutanée, stérile UU Non rechargeable","231758.4000","13000501000025","FR"
"20260000000135","2026-01-14","Prestations de services de mise en propreté et de bionettoyage des locaux des centres hospitaliers adhérents au GCS UNIHA_Externalisation supérieure à 15 000 m2 Lot 2 : Prestation de Bionettoyage pour une superficie  comprise entre 15 000m2 et 80 000 m","1452790.0000","13000222300027","57000"
"20250505","2025-02-11","Pâtes, riz, légumes secs","300005.0000","26310012500016","76"
"2025R005036000","2026-01-01","LOT 36 Agrafeuse circulaire courbe Anastomoses UU Non rechargeable avec dispositif trans-oral","800000.0000","13000501000025","FR"
"20250506","2025-02-11","Huiles, assaisonnements, condiments","800005.0000","26310012500016","76"
"2024U249945009","2025-02-11","FOURNITURE DE PRODUITS D'EPICERIE (BISCUITS, CONSERVES, CAFÉ.) ET DE BOISSONS - Lot 9 Pâtes, riz, légumes secs","1317000.0000","13000222300027","FR"
"2023U232562061","2024-03-01","FOURNITURE DE VIANDE, VOLAILLE, CHARCUTERIE ET PRODUITS A TEXTURES MODIFIEES LOT 61 Plats complets cuisinés mixés à base de viande, poisson, ouf, fromage  : NATIONAL","1139424.8400","13000222300027","FR"
"2020R128000222","2024-01-25","Bibliothèque de logiciels multi-éditeurs et prestations associées","40000.0000","13000501000025","FR"
"20251564","2025-05-12","Préparations pour buffets et cocktail, pâtisserie et pain à cuire et ovoproduits","200005.0000","26310012500016","76"
"20250498","2025-02-11","Cafés solubles et dérivés, chocolats, thés, infusions et laits en poudre_ VML importantes","200001.0000","26310012500016","76"
"20250508","2025-02-11","Bases culinaires pour fonds, jus et sauces","150004.0000","26310012500016","76"
"20240464","2024-01-26","JAMBON","200000.0000","26310012500016","76"
"2024U249945010","2025-02-11","FOURNITURE DE PRODUITS D'EPICERIE (BISCUITS, CONSERVES, CAFÉ.) ET DE BOISSONS - Lot 10 Huiles, assaisonnements, condiments","1348160.0000","13000222300027","FR"
"20252898","2022-01-21","FRUITS ET LEGUMES 4 ET 5EME GAMME","1000000.0000","26310012500016","76"
"20251557","2025-05-12","Purées de légumes Cuites","300005.0000","26310012500016","76"
"2025U259177001","2025-05-12","FOURNITURE DE PRODUITS SURGELES  - Lot Viande surgelée : boeuf, veau, agneau, porc et Volaille","1641500.0000","13000222300043","FR"
"20253054","2026-01-16","AC TVX lot 14","3000000.0000","26310012500016","76"
"20240461","2024-01-26","VIANDE CRUE - B?UF AGNEAU MOUTON (SUD)","200000.0000","26310012500016","76"
"20240463","2024-01-26","CHARCUTERIES CRUES ET CUITES, SAUCISSERIE CUITE ET PRODUITS DE SALAISON (SUD)","200000.0000","26310012500016","76"
"20250502","2025-02-11","Conserves de viande et de poisson_ VML importantes","500001.0000","26310012500016","76"
"2025U259177014","2025-05-12","FOURNITURE DE PRODUITS SURGELES  - Lot 14 Préparations pour buffets et cocktail, pâtisserie et pain à cuire et ovoproduits","428000.0000","13000222300043","FR"
"2024U249945004","2025-02-11","FOURNITURE DE PRODUITS D'EPICERIE (BISCUITS, CONSERVES, CAFÉ.) ET DE BOISSONS - Lot 4 Produits d'épicerie divers sucrés","742000.0000","13000222300043","FR"
"2024U249945002","2025-02-11","FOURNITURE DE PRODUITS D'EPICERIE (BISCUITS, CONSERVES, CAFÉ.) ET DE BOISSONS - Lot 2 Cafés solubles et dérivés, chocolats, thés, infusions et laits en poudreNS ","193000.0000","13000222300027","FR"
"20250018001000","2025-08-28","Fourniture de consommables pour les traitements d'eau d'hémodialyse du CHES","60931.7200","26270874600215","FR"
"20260007001000","2026-01-23","Maintenance et support du logiciel PGI SESAME","201072.0000","26930101600011","FR"
"2024U249946018","2025-02-10","FOURNITURE DE PRODUITS D'EPICERIE (BISCUITS, CONSERVES, CAFÉ.) ET DE BOISSONS - Lot 18 Boissons - VML moins importantes","114000.0000","13000222300027","FR"
"2025R005083000","2026-01-01","LOT 83 Manipulateur utérin stérile UU","159408.0000","13000501000025","FR"
"2025R005034000","2026-01-01","LOT 34 Agrafeuse circulaire courbe Anastomoses UU Non rechargeable tête basculante","65184.0000","13000501000025","FR"
"2023U232562053","2024-01-26","FOURNITURE DE VIANDE, VOLAILLE, CHARCUTERIE ET PRODUITS A TEXTURES MODIFIEES - LOT 53 VIANDES DIVERSES CUITES SOUS VIDES RÔTIS ET ABATS","365651.8000","13000222300027","FR"
"2023U232562054","2024-01-26","FOURNITURE DE VIANDE, VOLAILLE, CHARCUTERIE ET PRODUITS A TEXTURES MODIFIEES - LOT 54 VOLAILLE CUITE ET VIANDE DIVERSES CUITES SOUS VIDES, RÔTIS ET ABATS","375027.3200","13000222300027","FR"
"2025U259177009","2025-05-12","FOURNITURE DE PRODUITS SURGELES  - Lot 9 Pâtisserie salée (Pizza, tartes, quiches, crêpes, feuilletés.)","624000.0000","13000222300043","FR"
"20240098","2024-03-27","MN DM SPE 2024-2028 MEDTRONIC FRANCE S A S","22733374.2900","26310012500016","76"
"2025U259718073","2026-02-01","CURIUM PET PIM26 UNIHA/ALM","3761333.3300","13000222300027","FR"
"2025U259177002","2025-05-12","FOURNITURE DE PRODUITS SURGELES  - Lot 2 Filets de poissons portionnés et entiers crus : Colin Lieu & Cabillaud","776100.0000","13000222300043","FR"
"20240041","2024-02-29","MN DM SPE 2024-2028 CONMED FRANCE","1050156.0000","26310012500016","76"
"20239824","2023-10-23","Echographes ultraportables polyvalents à sondes sans fil","150000.0000","26310012500016","76"
"20260136","2026-01-12","FRUITS ET LEGUMES FRAIS DE 1ERE GAMME","5000000.0000","26310012500016","76"
"20237010000000","2023-05-22","GR MSD FRANCE GAO27 2023/ALM","43421.6400","26590673500013","FR"
"20221049","2022-06-21","PATISSERIES, CHARCUTIERES : PIZZAS, QUICHES, TARTES FRAIS","50000.0000","26310012500016","76"
"2025U259177004","2025-05-12","FOURNITURE DE PRODUITS SURGELES  - Lot 4 Filets de poissons portionnés et entiers cuits, fruits de mer et saurisserie","469000.0000","13000222300043","FR"
"2025U259177003","2025-05-12","FOURNITURE DE PRODUITS SURGELES  - Lot 3 Filets de poissons portionnés et entiers crus : Autres poissons","900000.0000","13000222300043","FR"
"2024U249945006","2025-02-11","FOURNITURE DE PRODUITS D'EPICERIE (BISCUITS, CONSERVES, CAFÉ.) ET DE BOISSONS - Lot 6 Conserves de viande et de poisson","882400.0000","13000222300027","FR"
"20240472","2024-02-22","VIANDES DIVERSES, CUITES, SOUS VIDE, PIECEES","400000.0000","26310012500016","76"
"20257078000000","2025-06-01","GRIFOLS GMN22 GCS 2025/ALM","916371.0000","26590673500013","FR"
"2023U232562056","2024-02-22","FOURNITURE DE VIANDE, VOLAILLE, CHARCUTERIE ET PRODUITS A TEXTURES MODIFIEES - Lot 56 Hachés fins et hachés gros grains cuits","89500.0000","13000222300027","FR"
"2024U249945014","2025-02-11","FOURNITURE DE PRODUITS D'EPICERIE (BISCUITS, CONSERVES, CAFÉ.) ET DE BOISSONS - Lot 14 Conserves de légumes, viandes, poissons et potages en brique","1267320.0000","13000222300027","FR"
"2025U259177006","2025-05-12","FOURNITURE DE PRODUITS SURGELES  - Lot 6 Légumes cuits, mélanges de légumes cuits, légumes cuisinés, galettes végétales","1314000.0000","13000222300043","FR"
"2024U249945016","2025-02-11","FOURNITURE DE PRODUITS D'EPICERIE (BISCUITS, CONSERVES, CAFÉ.) ET DE BOISSONS - Lot 16 Chocolats, cafés solubles, grains et moulus torréfiés, thés, infusions, laits en poudre","1002520.0000","13000222300027","FR"
"2024U249945007","2025-02-11","FOURNITURE DE PRODUITS D'EPICERIE (BISCUITS, CONSERVES, CAFÉ.) ET DE BOISSONS - Lot 7","1020000.0000","13000222300027","FR"
"2025U259177010","2025-05-12","FOURNITURE DE PRODUITS SURGELES  - Lot 10 plats cuisinés","218000.0000","13000222300043","FR"
"20240015","2024-03-22","MN DM SPE 2024-2028  ABBOTT MEDICAL FRANCE","43400622.6800","26310012500016","76"
"20220122","2022-03-14","Moteurs Piezo-ï¿¿lectrique","100000.0000","26310012500016","76"
"20250507","2025-05-26","Purées et flocons de pommes de terre déshydratés","100003.0000","26310012500016","76"
"20250544","2025-02-13","Ovoproduits","800005.0000","26310012500016","76"
"20250500","2025-02-11","Produits d épicerie divers sucrés_ VML importantes","500001.0000","26310012500016","76"
"20250542","2025-02-13","Lait Beurre Crème","1000005.0000","26310012500016","76"
